schema_version,customer_id,driver_id,persona_type,service_month,month,selected_policy_id,basis_status,basis_trip_count,scored_trip_count,dbscan_cluster_count,living_zone_departure_p90_raw_m,living_zone_departure_p90_threshold_m,living_zone_departure_threshold_sample_count,living_zone_departure_threshold_percentile,monthly_total_distance_km,monthly_annualized_distance_km,in_zone_distance_km,out_zone_distance_km,in_zone_distance_ratio,out_zone_distance_ratio,out_zone_ratio_delta,baseline_night_ratio,monthly_night_ratio,night_ratio_delta,baseline_risk_rate_per_100km,monthly_risk_rate_per_100km,risk_rate_delta_per_100km,monthly_risk_signal_count,in_zone_night_ratio,in_zone_risk_rate_per_100km,out_zone_night_ratio,out_zone_risk_rate_per_100km,mileage_score,in_zone_safe_driving_score,out_zone_safe_driving_score,out_zone_pattern_change_risk,monthly_integrated_evidence_score,score_role,existing_living_zone_trip_count,candidate_living_zone_trip_count,out_zone_safe_driving_trip_count,out_zone_pattern_change_risk_trip_count,dominant_interpretation,reason_codes,scenario_phase
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,32,16,3,593.41,593.41,32,0.9,500.41,6004.92,313.8,186.61,0.6271,0.3729,0.0569,0.0543,0.0466,-0.0077,1.0702,1.199,0.1288,6,0.0,0.3187,0.125,2.6794,49.96,98.09,82.93,12.91,78.42,annual_decision_evidence_not_monthly_discount,10,0,3,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,43,19,3,1319.51,1319.51,43,0.9,623.51,7482.12,623.51,0,1.0,0.0,-0.1204,0.0445,0.0676,0.023,1.1128,1.1227,0.0099,7,0.0676,1.1227,0.0,0.0,37.65,92.45,100.0,7.88,77.45,annual_decision_evidence_not_monthly_discount,19,0,0,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,39,17,3,1329.6,1329.6,39,0.9,583.54,7002.48,508.07,75.47,0.8707,0.1293,-0.0069,0.0594,0.0632,0.0038,1.1977,1.0282,-0.1695,6,0.0725,0.9841,0.0,1.325,41.65,93.23,92.71,5.67,77.87,annual_decision_evidence_not_monthly_discount,15,0,1,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,36,20,2,673.0,673.0,36,0.9,655.49,7865.88,417.09,238.4,0.6363,0.3637,0.0777,0.0654,0.0461,-0.0193,1.077,1.0679,-0.0091,7,0.0725,1.1988,0.0,0.8389,34.45,91.94,95.11,14.31,74.08,annual_decision_evidence_not_monthly_discount,13,1,4,2,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,37,23,2,1366.18,1366.18,37,0.9,729.83,8757.96,570.61,159.22,0.7818,0.2182,0.0233,0.0541,0.0535,-0.0007,1.0492,1.0961,0.0469,8,0.0684,1.2268,0.0,0.6281,27.02,91.82,96.55,8.17,73.33,annual_decision_evidence_not_monthly_discount,18,0,4,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,43,21,3,627.13,627.13,43,0.9,695.46,8345.52,492.32,203.14,0.7079,0.2921,-0.0274,0.05,0.0493,-0.0007,1.0828,1.1503,0.0675,8,0.0697,1.2187,0.0,0.9845,30.45,91.85,94.59,6.05,74.4,annual_decision_evidence_not_monthly_discount,15,0,4,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,43,19,3,659.92,659.92,43,0.9,655.49,7865.88,458.56,196.93,0.6996,0.3004,0.0526,0.0525,0.0462,-0.0063,1.1454,1.0679,-0.0775,7,0.0661,0.8723,0.0,1.5234,34.45,93.97,91.62,11.66,74.52,annual_decision_evidence_not_monthly_discount,13,0,3,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,22,2,647.86,647.86,40,0.9,671.47,8057.64,422.43,249.04,0.6291,0.3709,0.1519,0.0478,0.0388,-0.009,1.1103,1.0425,-0.0678,7,0.0,1.1836,0.1046,0.8031,32.85,92.9,93.6,22.49,71.95,annual_decision_evidence_not_monthly_discount,13,0,6,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,24,2,1317.82,1317.82,40,0.9,773.79,9285.48,630.93,142.86,0.8154,0.1846,-0.0412,0.0437,0.0439,0.0002,1.0868,1.1631,0.0763,9,0.0539,1.1095,0.0,1.4,22.62,92.7,92.3,6.03,71.85,annual_decision_evidence_not_monthly_discount,20,1,2,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,45,21,3,637.41,637.41,45,0.9,687.46,8249.52,494.72,192.74,0.7196,0.2804,-0.0123,0.0425,0.0408,-0.0016,1.1319,1.1637,0.0318,8,0.0567,1.0107,0.0,1.5565,31.25,93.26,91.44,5.87,74.47,annual_decision_evidence_not_monthly_discount,15,0,3,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,43,25,3,607.14,607.14,43,0.9,765.0,9180.0,487.5,277.5,0.6373,0.3627,-0.0279,0.0446,0.0431,-0.0015,1.2228,1.0458,-0.1771,8,0.0,0.4103,0.1188,2.1622,23.5,97.54,86.07,4.8,72.57,annual_decision_evidence_not_monthly_discount,16,0,4,5,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,46,22,2,631.82,631.82,46,0.9,663.48,7961.76,441.8,221.68,0.6659,0.3341,0.0304,0.042,0.0437,0.0017,1.1016,1.055,-0.0465,7,0.0657,0.9054,0.0,1.3533,33.65,93.78,92.56,8.49,75.04,annual_decision_evidence_not_monthly_discount,14,4,1,3,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_008,driver_008,stable_outer_safe,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,45,22,2,645.61,645.61,45,0.9,695.48,8345.76,268.76,426.72,0.3864,0.6136,0.3732,0.0213,0.0558,0.0345,1.0299,1.1503,0.1203,8,0.0,1.4883,0.091,0.9374,30.45,89.71,88.21,44.51,64.79,annual_decision_evidence_not_monthly_discount,9,0,8,5,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,36,17,3,958.89,958.89,36,0.9,539.87,6478.44,389.93,149.94,0.7223,0.2777,-0.0178,0.0626,0.0458,-0.0168,1.1139,1.1114,-0.0025,6,0.0633,1.0258,0.0,1.3339,46.01,93.09,92.66,5.29,79.2,annual_decision_evidence_not_monthly_discount,12,1,2,2,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,33,16,2,943.06,943.06,33,0.9,505.26,6063.12,380.25,125.01,0.7526,0.2474,-0.0295,0.0573,0.0702,0.013,1.0381,1.1875,0.1494,6,0.0933,1.5779,0.0,0.0,49.47,89.41,100.0,7.67,80.13,annual_decision_evidence_not_monthly_discount,12,0,4,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,33,18,3,898.6,898.6,33,0.9,567.56,6810.72,428.0,139.56,0.7541,0.2459,0.021,0.0576,0.0678,0.0102,1.1482,1.0572,-0.091,6,0.0,0.9346,0.2759,1.4331,43.24,94.39,87.98,8.47,77.19,annual_decision_evidence_not_monthly_discount,14,0,2,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,34,21,3,864.23,864.23,34,0.9,631.93,7583.16,406.71,225.22,0.6436,0.3564,0.147,0.069,0.0401,-0.0289,1.1185,1.1077,-0.0108,7,0.0623,1.4753,0.0,0.444,36.81,90.4,97.43,22.15,73.22,annual_decision_evidence_not_monthly_discount,14,2,4,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,39,19,3,882.13,882.13,39,0.9,602.17,7226.04,355.5,246.67,0.5904,0.4096,0.2132,0.0532,0.047,-0.0062,1.0838,1.1625,0.0787,7,0.0,0.8439,0.1147,1.6216,39.78,94.94,88.17,30.79,71.89,annual_decision_evidence_not_monthly_discount,11,0,4,4,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,18,3,963.24,963.24,40,0.9,567.56,6810.72,435.25,132.31,0.7669,0.2331,0.0071,0.0434,0.0525,0.009,1.1344,1.0572,-0.0773,6,0.0,0.919,0.225,1.5116,43.24,94.49,88.31,6.73,77.63,annual_decision_evidence_not_monthly_discount,14,0,1,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,35,19,3,1295.21,1295.21,35,0.9,581.4,6976.8,486.05,95.35,0.836,0.164,-0.0931,0.0526,0.0627,0.0102,1.1773,1.032,-0.1453,6,0.0751,1.0287,0.0,1.0488,41.86,92.93,94.23,5.76,78.13,annual_decision_evidence_not_monthly_discount,16,0,2,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,35,21,3,1615.23,1615.23,35,0.9,669.99,8039.88,473.45,196.54,0.7067,0.2933,0.1504,0.0612,0.0359,-0.0253,1.0168,1.0448,0.028,7,0.0508,0.8449,0.0,1.5264,33.0,94.32,91.6,22.69,71.98,annual_decision_evidence_not_monthly_discount,15,0,4,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,38,20,3,1483.7,1483.7,38,0.9,595.24,7142.88,595.24,0,1.0,0.0,-0.1476,0.0507,0.0409,-0.0098,1.0879,1.176,0.0881,7,0.0409,1.176,0.0,0.0,40.48,92.45,100.0,5.69,78.74,annual_decision_evidence_not_monthly_discount,20,0,0,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,21,2,1489.8,1489.8,40,0.9,662.38,7948.56,593.42,68.96,0.8959,0.1041,-0.0832,0.0394,0.048,0.0086,1.1398,1.0568,-0.083,7,0.0536,1.0111,0.0,1.4501,33.76,93.29,92.02,5.86,75.35,annual_decision_evidence_not_monthly_discount,19,0,1,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,19,2,900.07,900.07,40,0.9,574.48,6893.76,325.05,249.43,0.5658,0.4342,0.1666,0.0459,0.0487,0.0028,1.1435,1.0444,-0.0991,6,0.0,1.8459,0.1121,0.0,42.55,88.92,96.63,24.45,73.88,annual_decision_evidence_not_monthly_discount,11,0,7,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_009,driver_009,stable_outer_safe,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,40,20,2,1581.54,1581.54,40,0.9,602.16,7225.92,488.55,113.61,0.8113,0.1887,0.06,0.0483,0.0538,0.0055,1.051,1.1625,0.1114,7,0.0663,1.2281,0.0,0.8802,39.78,91.84,95.16,13.36,75.85,annual_decision_evidence_not_monthly_discount,16,0,3,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,27,13,2,954.91,954.91,27,0.9,425.81,5109.72,324.63,101.18,0.7624,0.2376,0.0659,0.0754,0.0716,-0.0038,1.0863,1.1742,0.0879,5,0.0939,0.9241,0.0,1.9767,57.42,93.33,89.13,13.9,80.27,annual_decision_evidence_not_monthly_discount,10,0,2,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,25,13,2,1095.39,1095.39,25,0.9,398.52,4782.24,240.34,158.18,0.6031,0.3969,0.1922,0.0749,0.0666,-0.0083,1.1978,1.0037,-0.1941,4,0.0,0.8322,0.1679,1.2644,60.15,95.01,89.59,27.04,79.06,annual_decision_evidence_not_monthly_discount,8,0,3,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,14,1,977.76,977.76,26,0.9,447.65,5371.8,244.65,203.0,0.5465,0.4535,0.0636,0.0692,0.0876,0.0184,1.0918,1.1169,0.0251,5,0.0,0.4087,0.1932,1.9704,55.23,97.55,84.19,14.74,79.72,annual_decision_evidence_not_monthly_discount,8,0,3,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,17,2,1268.49,1268.49,27,0.9,498.42,5981.04,465.01,33.41,0.933,0.067,-0.1951,0.0777,0.0452,-0.0325,1.0636,1.0032,-0.0604,5,0.0485,1.0752,0.0,0.0,50.16,92.97,100.0,4.41,82.06,annual_decision_evidence_not_monthly_discount,16,0,1,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,30,15,2,1387.27,1387.27,30,0.9,474.95,5699.4,409.91,65.04,0.8631,0.1369,0.0271,0.067,0.0712,0.0042,1.0855,1.0527,-0.0327,5,0.0825,0.9758,0.0,1.5375,52.51,93.16,91.54,8.58,80.29,annual_decision_evidence_not_monthly_discount,13,0,1,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,13,2,1348.1,1348.1,31,0.9,447.65,5371.8,340.24,107.41,0.7601,0.2399,0.0966,0.0356,0.0841,0.0486,1.0517,1.1169,0.0652,5,0.1107,1.1756,0.0,0.931,55.23,91.62,94.88,22.23,78.58,annual_decision_evidence_not_monthly_discount,10,1,1,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,14,2,1413.27,1413.27,27,0.9,458.57,5502.84,393.77,64.8,0.8587,0.1413,-0.0121,0.0804,0.0878,0.0074,1.1247,1.0903,-0.0343,5,0.1023,1.2698,0.0,0.0,54.14,91.15,100.0,6.1,82.37,annual_decision_evidence_not_monthly_discount,12,0,2,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,16,3,708.91,708.91,26,0.9,528.44,6341.28,283.43,245.01,0.5364,0.4636,0.1829,0.0888,0.0586,-0.0302,1.0252,1.1354,0.1103,6,0.0,0.3528,0.1264,2.0407,47.16,97.88,84.61,27.51,74.93,annual_decision_evidence_not_monthly_discount,8,0,3,5,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,28,14,3,885.29,885.29,28,0.9,469.49,5633.88,374.49,95.0,0.7977,0.2023,0.034,0.0763,0.08,0.0037,1.0707,1.065,-0.0058,5,0.1003,1.0681,0.0,1.0526,53.05,92.39,94.21,9.69,80.54,annual_decision_evidence_not_monthly_discount,11,1,1,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,29,16,2,792.22,792.22,29,0.9,522.44,6269.28,410.71,111.73,0.7861,0.2139,-0.0921,0.0709,0.0807,0.0098,1.0348,1.1485,0.1137,6,0.1026,1.2174,0.0,0.895,47.76,91.46,95.08,7.17,79.35,annual_decision_evidence_not_monthly_discount,12,0,3,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,29,13,3,684.13,684.13,29,0.9,453.11,5437.32,272.99,180.12,0.6025,0.3975,0.1186,0.0834,0.0568,-0.0266,1.1512,1.1035,-0.0478,5,0.0943,0.0,0.0,2.7759,54.69,98.87,83.78,19.61,78.9,annual_decision_evidence_not_monthly_discount,8,0,0,5,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE,safe_outer_repeat
senior-monthly-score-table/v1,cust_010,driver_010,stable_outer_safe,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,15,3,990.96,990.96,27,0.9,474.95,5699.4,339.18,135.77,0.7141,0.2859,0.0486,0.0747,0.0694,-0.0053,1.1013,1.0527,-0.0486,5,0.0972,1.1793,0.0,0.7365,52.51,91.76,95.95,10.67,80.34,annual_decision_evidence_not_monthly_discount,11,1,2,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_011,driver_011,recent_outer_risk_change,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,26,11,1,1370.09,1370.09,26,0.9,253.93,3047.16,211.69,42.24,0.8337,0.1663,0.001,0.0,0.0,0.0,0.9359,0.7876,-0.1483,2,0.0,0.4724,0.0,2.3674,74.61,97.17,86.98,2.84,88.36,annual_decision_evidence_not_monthly_discount,9,0,1,1,existing_living_zone,LOW_MILEAGE|NO_RECENT_OUT_ZONE_SPIKE|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE_DRIVING,pre_change_baseline
senior-monthly-score-table/v1,cust_011,driver_011,recent_outer_risk_change,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,22,9,1,1353.21,1353.21,22,0.9,237.65,2851.8,206.96,30.69,0.8709,0.1291,-0.019,0.0,0.0,0.0,0.5579,0.8416,0.2837,2,0.0,0.4832,0.0,3.2584,76.23,97.1,82.08,4.75,87.46,annual_decision_evidence_not_monthly_discount,8,0,0,1,existing_living_zone,LOW_MILEAGE|NO_RECENT_OUT_ZONE_SPIKE|OUT_ZONE_PATTERN_CHANGE_RISK,pre_change_baseline
senior-monthly-score-table/v1,cust_011,driver_011,recent_outer_risk_change,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,20,10,1,2552.96,2000.0,20,0.9,266.95,3203.4,247.19,19.76,0.926,0.074,-0.0369,0.0,0.0,0.0,0.8137,0.7492,-0.0645,2,0.0,0.8091,0.0,0.0,73.31,95.15,100.0,3.0,89.94,annual_decision_evidence_not_monthly_discount,9,0,1,0,existing_living_zone,LOW_MILEAGE|NO_RECENT_OUT_ZONE_SPIKE|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING,pre_change_baseline
senior-monthly-score-table/v1,cust_011,driver_011,recent_outer_risk_change,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,19,11,1,808.56,808.56,19,0.9,270.21,3242.52,189.33,80.88,0.7007,0.2993,0.1389,0.0,0.0,0.0,0.7927,0.7402,-0.0525,2,0.0,0.5282,0.0,1.2364,72.98,96.83,93.2,18.93,85.8,annual_decision_evidence_not_monthly_discount,8,0,2,1,existing_living_zone,LOW_MILEAGE|NO_RECENT_OUT_ZONE_SPIKE|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING,pre_change_baseline
senior-monthly-score-table/v1,cust_011,driver_011,recent_outer_risk_change,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,20,13,1,850.45,850.45,20,0.9,314.7,3776.4,144.1,170.6,0.4579,0.5421,0.3078,0.0,0.0,0.0,0.7796,0.9533,0.1737,3,0.0,0.694,0.0,1.1723,68.53,95.33,89.71,39.33,79.23,annual_decision_evidence_not_monthly_discount,6,0,5,2,existing_living_zone,LOW_MILEAGE|NO_RECENT_OUT_ZONE_SPIKE|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING,pre_change_baseline
