trip_id,visit_event_id,driver_id,designed_type,environment_id,dataset_partition,data_quality,month,period_role,visit_date,visit_label,latitude,longitude,trip_distance_km,risk_event_count,data_coverage_pct,source_status
gaip-109-202602-04,visit-gaip-109-202602-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-02,evaluation,2026-02-10,Routine Hub A,38.299995,127.815729,6.01,0,96.8,simulated
gaip-109-202602-05,visit-gaip-109-202602-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-02,evaluation,2026-02-13,Routine Hub B,38.305522,127.822908,9.28,0,98.4,simulated
gaip-109-202602-06,visit-gaip-109-202602-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-02,evaluation,2026-02-16,Routine Hub B,38.305471,127.822852,8.74,0,96.4,simulated
gaip-109-202603-01,visit-gaip-109-202603-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-03,evaluation,2026-03-26,Routine Hub A,38.299934,127.816312,5.01,0,97.6,simulated
gaip-109-202603-02,visit-gaip-109-202603-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-03,evaluation,2026-03-04,Routine Hub A,38.299869,127.81581,6.15,0,99.0,simulated
gaip-109-202603-03,visit-gaip-109-202603-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-03,evaluation,2026-03-07,Routine Hub B,38.305477,127.822572,7.36,0,95.3,simulated
gaip-109-202603-04,visit-gaip-109-202603-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-03,evaluation,2026-03-10,Routine Hub A,38.299877,127.815993,5.02,0,99.2,simulated
gaip-109-202603-05,visit-gaip-109-202603-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-03,evaluation,2026-03-13,Routine Hub B,38.305147,127.822785,9.44,0,95.8,simulated
gaip-109-202604-01,visit-gaip-109-202604-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-26,Routine Hub B,38.305606,127.822668,10.04,0,95.1,simulated
gaip-109-202604-02,visit-gaip-109-202604-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-04,Routine Hub B,38.305509,127.822459,9.02,0,98.8,simulated
gaip-109-202604-03,visit-gaip-109-202604-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-07,Routine Hub B,38.305477,127.822428,10.01,0,97.3,simulated
gaip-109-202604-04,visit-gaip-109-202604-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-10,Routine Hub B,38.30556,127.822555,8.46,0,99.4,simulated
gaip-109-202604-05,visit-gaip-109-202604-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-13,Routine Hub A,38.300371,127.816195,5.87,0,97.7,simulated
gaip-109-202604-06,visit-gaip-109-202604-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-04,evaluation,2026-04-16,Routine Hub A,38.299991,127.815953,5.24,0,96.4,simulated
gaip-109-202605-01,visit-gaip-109-202605-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-26,Routine Hub A,38.300295,127.816024,5.92,0,99.7,simulated
gaip-109-202605-02,visit-gaip-109-202605-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-04,Routine Hub A,38.300031,127.815803,5.07,0,97.0,simulated
gaip-109-202605-03,visit-gaip-109-202605-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-07,Routine Hub B,38.305425,127.822511,9.61,0,98.1,simulated
gaip-109-202605-04,visit-gaip-109-202605-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-10,Routine Hub A,38.300178,127.816,5.98,0,96.0,simulated
gaip-109-202605-05,visit-gaip-109-202605-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-13,Routine Hub B,38.30561,127.822434,7.33,0,98.3,simulated
gaip-109-202605-06,visit-gaip-109-202605-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-05,evaluation,2026-05-16,Routine Hub A,38.30014,127.816308,6.01,0,97.3,simulated
gaip-109-202606-01,visit-gaip-109-202606-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-26,Routine Hub B,38.305048,127.822672,7.59,0,95.4,simulated
gaip-109-202606-02,visit-gaip-109-202606-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-04,Routine Hub A,38.300228,127.815949,5.61,0,97.0,simulated
gaip-109-202606-03,visit-gaip-109-202606-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-07,Routine Hub B,38.305445,127.822686,9.66,0,99.3,simulated
gaip-109-202606-04,visit-gaip-109-202606-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-10,Routine Hub A,38.300145,127.816337,6.21,0,96.2,simulated
gaip-109-202606-05,visit-gaip-109-202606-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-13,Routine Hub B,38.305447,127.822862,9.47,0,99.9,simulated
gaip-109-202606-06,visit-gaip-109-202606-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-06,evaluation,2026-06-16,Routine Hub A,38.299745,127.815923,6.11,0,96.6,simulated
gaip-109-202607-01,visit-gaip-109-202607-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-26,Routine Hub A,38.299785,127.815936,5.8,0,98.1,simulated
gaip-109-202607-02,visit-gaip-109-202607-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-04,Routine Hub A,38.299793,127.815966,4.55,0,97.0,simulated
gaip-109-202607-03,visit-gaip-109-202607-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-07,Routine Hub A,38.300042,127.815825,4.91,0,99.4,simulated
gaip-109-202607-04,visit-gaip-109-202607-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-10,Routine Hub A,38.300219,127.816094,5.98,1,96.0,simulated
gaip-109-202607-05,visit-gaip-109-202607-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-13,Routine Hub A,38.300193,127.816278,4.84,0,95.4,simulated
gaip-109-202607-06,visit-gaip-109-202607-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-16,Routine Hub B,38.305427,127.82297,8.41,0,99.1,simulated
gaip-109-202607-07,visit-gaip-109-202607-07,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-07,evaluation,2026-07-19,Routine Hub A,38.30014,127.816252,5.39,0,99.4,simulated
gaip-109-202608-01,visit-gaip-109-202608-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-08,evaluation,2026-08-26,New Hub,38.337877,127.782863,12.48,2,100.0,simulated
gaip-109-202608-02,visit-gaip-109-202608-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-08,evaluation,2026-08-04,New Hub,38.338134,127.782405,9.18,2,95.3,simulated
gaip-109-202608-03,visit-gaip-109-202608-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-08,evaluation,2026-08-07,New Hub,38.33801,127.78255,11.74,2,98.5,simulated
gaip-109-202608-04,visit-gaip-109-202608-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-08,evaluation,2026-08-10,New Hub,38.33798,127.782776,12.03,2,99.9,simulated
gaip-109-202608-05,visit-gaip-109-202608-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-08,evaluation,2026-08-13,New Hub,38.338353,127.782884,11.22,1,98.8,simulated
gaip-109-202609-01,visit-gaip-109-202609-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-26,Routine Hub A,38.299951,127.8165,5.21,0,98.2,simulated
gaip-109-202609-02,visit-gaip-109-202609-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-04,Routine Hub A,38.300116,127.816219,5.65,0,98.7,simulated
gaip-109-202609-03,visit-gaip-109-202609-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-07,Routine Hub A,38.299856,127.81636,5.19,0,96.8,simulated
gaip-109-202609-04,visit-gaip-109-202609-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-10,Routine Hub A,38.300072,127.815665,4.6,0,95.9,simulated
gaip-109-202609-05,visit-gaip-109-202609-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-13,Routine Hub B,38.305425,127.822889,8.46,0,97.3,simulated
gaip-109-202609-06,visit-gaip-109-202609-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-09,evaluation,2026-09-16,Routine Hub A,38.300212,127.816181,5.69,0,97.4,simulated
gaip-109-202610-01,visit-gaip-109-202610-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-26,Routine Hub B,38.30539,127.822416,9.52,0,97.3,simulated
gaip-109-202610-02,visit-gaip-109-202610-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-04,New Hub,38.337971,127.782523,10.47,1,99.4,simulated
gaip-109-202610-03,visit-gaip-109-202610-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-07,Routine Hub B,38.305172,127.822914,9.29,0,98.0,simulated
gaip-109-202610-04,visit-gaip-109-202610-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-10,New Hub,38.337979,127.782826,12.07,1,98.4,simulated
gaip-109-202610-05,visit-gaip-109-202610-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-13,New Hub,38.33811,127.782805,9.2,2,95.8,simulated
gaip-109-202610-06,visit-gaip-109-202610-06,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-10,evaluation,2026-10-16,Routine Hub B,38.305082,127.822745,9.07,0,97.0,simulated
gaip-109-202611-01,visit-gaip-109-202611-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-11,evaluation,2026-11-26,Routine Hub A,38.300363,127.816014,4.93,0,99.7,simulated
gaip-109-202611-02,visit-gaip-109-202611-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-11,evaluation,2026-11-04,New Hub,38.337774,127.782507,12.39,2,97.7,simulated
gaip-109-202611-03,visit-gaip-109-202611-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-11,evaluation,2026-11-07,Routine Hub A,38.30033,127.816342,5.53,0,97.1,simulated
gaip-109-202611-04,visit-gaip-109-202611-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-11,evaluation,2026-11-10,Routine Hub B,38.305662,127.822737,9.13,0,97.6,simulated
gaip-109-202611-05,visit-gaip-109-202611-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-11,evaluation,2026-11-13,Routine Hub A,38.300148,127.81617,5.1,0,96.6,simulated
gaip-109-202612-01,visit-gaip-109-202612-01,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-12,evaluation,2026-12-26,New Hub,38.337964,127.782702,10.08,1,99.8,simulated
gaip-109-202612-02,visit-gaip-109-202612-02,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-12,evaluation,2026-12-04,New Hub,38.338157,127.78303,11.81,2,95.1,simulated
gaip-109-202612-03,visit-gaip-109-202612-03,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-12,evaluation,2026-12-07,Routine Hub A,38.299838,127.815815,4.94,0,96.2,simulated
gaip-109-202612-04,visit-gaip-109-202612-04,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-12,evaluation,2026-12-10,Routine Hub B,38.305253,127.822521,8.07,0,97.4,simulated
gaip-109-202612-05,visit-gaip-109-202612-05,gaip-109,mobility_risk_cochange,dense_urban,development,good,2026-12,evaluation,2026-12-13,New Hub,38.338156,127.782693,11.36,2,95.8,simulated
gaip-110-202511-01,visit-gaip-110-202511-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-11,baseline,2025-11-26,Routine Hub A,38.139396,127.951969,11.34,0,95.3,simulated
gaip-110-202511-02,visit-gaip-110-202511-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-11,baseline,2025-11-04,Routine Hub B,38.148303,127.96296,20.06,0,98.2,simulated
gaip-110-202511-03,visit-gaip-110-202511-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-11,baseline,2025-11-07,Routine Hub B,38.148231,127.96277,19.2,0,95.1,simulated
gaip-110-202511-04,visit-gaip-110-202511-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-11,baseline,2025-11-10,Routine Hub A,38.139284,127.951704,9.07,0,95.9,simulated
gaip-110-202511-05,visit-gaip-110-202511-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-11,baseline,2025-11-13,Routine Hub A,38.139404,127.952185,11.25,0,96.3,simulated
gaip-110-202512-01,visit-gaip-110-202512-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-12,baseline,2025-12-26,Routine Hub A,38.138772,127.952495,9.89,0,96.1,simulated
gaip-110-202512-02,visit-gaip-110-202512-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-12,baseline,2025-12-04,Routine Hub A,38.139188,127.952226,10.17,0,96.2,simulated
gaip-110-202512-03,visit-gaip-110-202512-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-12,baseline,2025-12-07,Routine Hub A,38.139405,127.951748,10.61,0,95.8,simulated
gaip-110-202512-04,visit-gaip-110-202512-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-12,baseline,2025-12-10,Routine Hub A,38.139451,127.952491,9.79,0,98.5,simulated
gaip-110-202512-05,visit-gaip-110-202512-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2025-12,baseline,2025-12-13,Routine Hub B,38.148282,127.963461,19.53,0,99.4,simulated
gaip-110-202601-01,visit-gaip-110-202601-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-26,Routine Hub A,38.139641,127.95211,11.71,0,99.0,simulated
gaip-110-202601-02,visit-gaip-110-202601-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-04,Routine Hub A,38.139356,127.95179,12.41,0,98.9,simulated
gaip-110-202601-03,visit-gaip-110-202601-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-07,Routine Hub B,38.147839,127.962381,19.69,0,97.3,simulated
gaip-110-202601-04,visit-gaip-110-202601-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-10,Routine Hub A,38.13907,127.952286,9.16,0,95.9,simulated
gaip-110-202601-05,visit-gaip-110-202601-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-13,Routine Hub A,38.139074,127.951778,11.17,0,97.7,simulated
gaip-110-202601-06,visit-gaip-110-202601-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-01,evaluation,2026-01-16,Routine Hub A,38.139284,127.952813,11.73,0,97.3,simulated
gaip-110-202602-01,visit-gaip-110-202602-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-26,Routine Hub A,38.13929,127.951649,9.32,0,97.2,simulated
gaip-110-202602-02,visit-gaip-110-202602-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-04,Routine Hub B,38.148171,127.962446,20.54,0,97.7,simulated
gaip-110-202602-03,visit-gaip-110-202602-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-07,Routine Hub B,38.148029,127.962244,17.91,1,98.9,simulated
gaip-110-202602-04,visit-gaip-110-202602-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-10,Routine Hub A,38.139373,127.952138,9.79,0,97.2,simulated
gaip-110-202602-05,visit-gaip-110-202602-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-13,Routine Hub B,38.147867,127.962841,19.41,0,95.9,simulated
gaip-110-202602-06,visit-gaip-110-202602-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-02,evaluation,2026-02-16,Routine Hub A,38.139624,127.952227,9.46,0,96.4,simulated
gaip-110-202603-01,visit-gaip-110-202603-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-03,evaluation,2026-03-26,Routine Hub B,38.14833,127.962813,20.46,0,98.4,simulated
gaip-110-202603-02,visit-gaip-110-202603-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-03,evaluation,2026-03-04,Routine Hub A,38.139154,127.952535,11.6,0,96.6,simulated
gaip-110-202603-03,visit-gaip-110-202603-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-03,evaluation,2026-03-07,Routine Hub A,38.139218,127.951579,11.76,0,95.9,simulated
gaip-110-202603-04,visit-gaip-110-202603-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-03,evaluation,2026-03-10,Routine Hub B,38.14855,127.963435,16.26,0,96.0,simulated
gaip-110-202603-05,visit-gaip-110-202603-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-03,evaluation,2026-03-13,Routine Hub B,38.148577,127.962616,15.97,0,98.9,simulated
gaip-110-202604-01,visit-gaip-110-202604-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-26,Routine Hub A,38.138973,127.952016,9.05,0,96.0,simulated
gaip-110-202604-02,visit-gaip-110-202604-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-04,Routine Hub B,38.148418,127.962931,17.12,0,98.6,simulated
gaip-110-202604-03,visit-gaip-110-202604-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-07,Routine Hub B,38.148192,127.963067,17.12,0,98.3,simulated
gaip-110-202604-04,visit-gaip-110-202604-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-10,Routine Hub B,38.148229,127.963104,19.73,0,95.5,simulated
gaip-110-202604-05,visit-gaip-110-202604-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-13,Routine Hub A,38.139239,127.951848,10.27,0,96.0,simulated
gaip-110-202604-06,visit-gaip-110-202604-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-04,evaluation,2026-04-16,Routine Hub A,38.138874,127.952196,11.32,0,95.9,simulated
gaip-110-202605-01,visit-gaip-110-202605-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-26,Routine Hub B,38.148201,127.962785,18.37,0,97.6,simulated
gaip-110-202605-02,visit-gaip-110-202605-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-04,Routine Hub A,38.139021,127.952331,12.51,0,99.2,simulated
gaip-110-202605-03,visit-gaip-110-202605-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-07,Routine Hub A,38.139487,127.951864,10.16,0,97.9,simulated
gaip-110-202605-04,visit-gaip-110-202605-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-10,Routine Hub A,38.139055,127.95189,9.48,0,95.2,simulated
gaip-110-202605-05,visit-gaip-110-202605-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-13,Routine Hub A,38.13898,127.952176,10.43,0,99.1,simulated
gaip-110-202605-06,visit-gaip-110-202605-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-05,evaluation,2026-05-16,Routine Hub A,38.139878,127.951988,12.45,0,95.1,simulated
gaip-110-202606-01,visit-gaip-110-202606-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-26,Routine Hub A,38.139151,127.951838,10.19,0,95.0,simulated
gaip-110-202606-02,visit-gaip-110-202606-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-04,Routine Hub A,38.139108,127.951538,10.08,0,98.7,simulated
gaip-110-202606-03,visit-gaip-110-202606-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-07,Routine Hub B,38.148001,127.963321,16.91,0,98.2,simulated
gaip-110-202606-04,visit-gaip-110-202606-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-10,Routine Hub A,38.139392,127.952171,9.11,0,99.7,simulated
gaip-110-202606-05,visit-gaip-110-202606-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-13,Routine Hub A,38.139703,127.951716,9.45,0,95.9,simulated
gaip-110-202606-06,visit-gaip-110-202606-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-16,Routine Hub A,38.139403,127.952334,11.09,0,97.9,simulated
gaip-110-202606-07,visit-gaip-110-202606-07,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-06,evaluation,2026-06-19,Routine Hub A,38.139269,127.951845,12.13,0,97.6,simulated
gaip-110-202607-01,visit-gaip-110-202607-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-07,evaluation,2026-07-26,Routine Hub A,38.139246,127.951819,9.49,0,98.9,simulated
gaip-110-202607-02,visit-gaip-110-202607-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-07,evaluation,2026-07-04,Routine Hub B,38.148296,127.962915,16.57,0,98.2,simulated
gaip-110-202607-03,visit-gaip-110-202607-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-07,evaluation,2026-07-07,Routine Hub B,38.147539,127.962798,16.02,0,96.0,simulated
gaip-110-202607-04,visit-gaip-110-202607-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-07,evaluation,2026-07-10,Routine Hub A,38.139769,127.951877,10.5,0,96.7,simulated
gaip-110-202607-05,visit-gaip-110-202607-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-07,evaluation,2026-07-13,Routine Hub A,38.139459,127.951416,10.16,0,100.0,simulated
gaip-110-202608-01,visit-gaip-110-202608-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-26,New Hub,38.208964,127.890285,23.65,2,95.3,simulated
gaip-110-202608-02,visit-gaip-110-202608-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-04,Routine Hub A,38.138847,127.951981,11.84,0,98.9,simulated
gaip-110-202608-03,visit-gaip-110-202608-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-07,New Hub,38.208796,127.890825,22.51,1,95.6,simulated
gaip-110-202608-04,visit-gaip-110-202608-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-10,Routine Hub A,38.1395,127.952086,10.64,0,99.5,simulated
gaip-110-202608-05,visit-gaip-110-202608-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-13,New Hub,38.208374,127.890655,18.88,1,95.4,simulated
gaip-110-202608-06,visit-gaip-110-202608-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-16,New Hub,38.20835,127.890733,19.64,2,99.4,simulated
gaip-110-202608-07,visit-gaip-110-202608-07,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-08,evaluation,2026-08-19,Routine Hub A,38.139637,127.952464,12.68,0,97.8,simulated
gaip-110-202609-01,visit-gaip-110-202609-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-09,evaluation,2026-09-26,Routine Hub B,38.148335,127.962862,17.12,0,99.2,simulated
gaip-110-202609-02,visit-gaip-110-202609-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-09,evaluation,2026-09-04,Routine Hub B,38.148563,127.963221,20.14,0,98.1,simulated
gaip-110-202609-03,visit-gaip-110-202609-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-09,evaluation,2026-09-07,Routine Hub A,38.139515,127.952272,9.15,0,97.3,simulated
gaip-110-202609-04,visit-gaip-110-202609-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-09,evaluation,2026-09-10,Routine Hub B,38.148035,127.96358,19.22,0,99.3,simulated
gaip-110-202609-05,visit-gaip-110-202609-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-09,evaluation,2026-09-13,New Hub,38.208989,127.891197,19.49,1,98.6,simulated
gaip-110-202610-01,visit-gaip-110-202610-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-26,Routine Hub A,38.139487,127.952244,10.27,0,98.3,simulated
gaip-110-202610-02,visit-gaip-110-202610-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-04,Routine Hub A,38.139433,127.951938,9.75,0,97.9,simulated
gaip-110-202610-03,visit-gaip-110-202610-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-07,New Hub,38.208356,127.890376,19.25,1,96.0,simulated
gaip-110-202610-04,visit-gaip-110-202610-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-10,Routine Hub A,38.139134,127.952204,9.5,0,98.0,simulated
gaip-110-202610-05,visit-gaip-110-202610-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-13,Routine Hub B,38.147897,127.962671,18.54,0,99.5,simulated
gaip-110-202610-06,visit-gaip-110-202610-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-10,evaluation,2026-10-16,New Hub,38.208701,127.890609,18.73,2,97.5,simulated
gaip-110-202611-01,visit-gaip-110-202611-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-26,Routine Hub A,38.139368,127.952706,9.18,0,98.7,simulated
gaip-110-202611-02,visit-gaip-110-202611-02,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-04,New Hub,38.208621,127.890754,19.21,1,98.5,simulated
gaip-110-202611-03,visit-gaip-110-202611-03,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-07,New Hub,38.20827,127.890859,22.5,1,98.8,simulated
gaip-110-202611-04,visit-gaip-110-202611-04,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-10,Routine Hub B,38.148625,127.962744,17.03,0,96.0,simulated
gaip-110-202611-05,visit-gaip-110-202611-05,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-13,New Hub,38.208539,127.891014,26.09,1,96.6,simulated
gaip-110-202611-06,visit-gaip-110-202611-06,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-11,evaluation,2026-11-16,New Hub,38.20882,127.891012,23.73,2,96.5,simulated
gaip-110-202612-01,visit-gaip-110-202612-01,gaip-110,mobility_risk_cochange,suburban_mid_density,development,good,2026-12,evaluation,2026-12-26,New Hub,38.208229,127.890615,18.96,2,96.7,simulated
